frame,tracker_id,class_id,class_name,x_center,y_center,width,height,confidence,color,color_score,team,vx,vy,speed,direction,direction_change,x_map,y_map
20,4,1,ball,721.33154296875,791.560302734375,22.98358154296875,26.05487060546875,0.8732748031616211,orange,0.81438127090301,ball,-0.0059814453125,0.046142578125,0.04652864928243841,1.699707098478888,1.7906081454393004,405.17795,303.12924
21,-1,0,robot,28.63601303100586,828.7875366210938,55.239776611328125,71.2298583984375,0.2977156937122345,unknown,0.0,unknown,-5.368263244628906,5.8255615234375,7.921831690145223,2.315364466427104,1.963364875642828,49.309326,498.138
21,0,0,robot,156.46315002441406,1026.6400146484375,312.1325988769531,488.53460693359375,0.8294297456741333,unknown,0.011766858098616856,unknown,-7.8949127197265625,-5.0185546875,9.354973971290807,-2.5753577013102626,1.1078646131207837,323.12387,499.68793
21,1,0,robot,791.75439453125,580.6534423828125,97.27947998046876,143.44448852539062,0.8403434157371521,unknown,0.024799942325715522,unknown,-2.371337890625,1.4427490234375,2.7757464106333063,2.5950112395591862,0.08108043821804545,139.74059,112.93448
21,2,0,robot,1212.760498046875,666.832763671875,143.7703857421875,198.4774169921875,0.8499035835266113,orange,0.15172558922558924,ball,-0.162841796875,1.30523681640625,1.3153556924694558,1.6949153474067697,1.4977826764072664,655.5205,24.850492
21,4,1,ball,721.091796875,791.410400390625,23.468994140625,26.64215087890625,0.8711393475532532,orange,0.7762345679012346,ball,-0.23974609375,-0.14990234375,0.28275236892045125,-2.582810288641832,2.0006679200588664,404.8673,303.12585
22,-1,0,robot,161.2431182861328,1159.6065673828125,268.8766784667969,217.6552734375,0.3244805932044983,unknown,0.024035084713823172,unknown,132.60710525512695,330.81903076171875,356.40689594656743,1.1895618416811715,1.1258026247459323,419.47623,513.75037
22,-1,0,robot,26.918081283569336,831.8424072265625,51.44937515258789,61.303955078125,0.3192240595817566,unknown,0.0,unknown,-134.32503700256348,-327.76416015625,354.2210612720141,-1.9597413557476788,3.133882109750736,52.683468,499.041
22,0,0,robot,151.38058471679688,1028.9449462890625,298.56573486328125,484.1284790039063,0.8358661532402039,unknown,0.01135327123469416,unknown,-5.0825653076171875,2.304931640625,5.580786680580799,2.7158338535906745,0.991993752278649,322.7668,500.93652
22,1,0,robot,789.2900390625,581.8681030273438,96.32000732421876,143.34786987304688,0.8786752820014954,unknown,0.02228009259259259,unknown,-2.46435546875,1.21466064453125,2.7474439680785308,2.6836477437403063,0.08863650418112012,140.15062,115.585815
22,2,0,robot,1213.0068359375,664.9771118164062,144.2462158203125,202.8883056640625,0.8786676526069641,orange,0.14799917491749176,ball,0.246337890625,-1.85565185546875,1.8719311325639598,-1.4388179257795046,3.1337332731862744,654.1217,22.39754
22,4,1,ball,720.94287109375,791.3125,23.36962890625,26.6895751953125,0.866854190826416,orange,0.779320987654321,ball,-0.14892578125,-0.097900390625,0.17822282346952772,-2.560048926790898,0.022761361850934136,404.66928,303.12134
23,0,0,robot,147.9340057373047,1029.9827880859375,292.8122253417969,479.166259765625,0.8894726634025574,unknown,0.010859018264840183,unknown,-3.4465789794921875,1.037841796875,3.5994474933270157,2.849106542414118,0.13327268882344345,322.09973,501.71332
23,1,0,robot,785.5354614257812,582.7616577148438,96.681396484375,140.361572265625,0.8909313082695007,unknown,0.023122238586156113,unknown,-3.75457763671875,0.8935546875,3.8594420852892424,2.907948372732657,0.2243006289923506,138.65858,118.45665
23,2,0,robot,1212.993896484375,665.2898559570312,143.9161376953125,201.7633056640625,0.8950814008712769,orange,0.14844609460946095,ball,-0.012939453125,0.312744140625,0.31301170416207097,1.612146669645026,3.0509645954245306,654.3842,22.79962
23,4,1,ball,720.8242797851562,791.2548217773438,23.4210205078125,26.65478515625,0.8680480122566223,orange,0.7932098765432098,ball,-0.11859130859375,-0.05767822265625,0.13187371171981926,-2.688915417972478,0.12886649118158022,404.5327,303.1278
24,-1,0,robot,26.85514640808105,841.681396484375,51.1128044128418,97.46197509765624,0.2781924605369568,unknown,0.0,unknown,-0.0314674377441424,4.91949462890625,4.919595268258927,1.5771927172710933,2.7462512341608143,66.18097,500.62207
24,0,0,robot,143.49456787109375,1032.253173828125,281.95831298828125,473.09716796875,0.6425186395645142,unknown,0.01014949628704491,unknown,-4.4394378662109375,2.2703857421875,4.986307249485916,2.6688564759643363,0.1802500664497817,321.99994,502.82614
24,1,0,robot,781.0496826171875,584.4114990234375,98.06640625,141.53277587890625,0.8101943135261536,unknown,0.025980605007960633,unknown,-4.48577880859375,1.64984130859375,4.779559379605101,2.7891547302915516,0.11879364244110535,138.1709,122.54925
24,2,0,robot,1212.9049072265625,664.9638061523438,142.939208984375,202.5908203125,0.8098851442337036,orange,0.1361213044381361,ball,-0.0889892578125,-0.3260498046875,0.33797568424781166,-1.8372384418330416,2.8338001957015186,654.0173,22.426018
24,3,0,robot,67.13943481445312,910.474853515625,130.72125244140625,224.16180419921875,0.3566453158855438,unknown,0.006276505513146734,unknown,-0.5624542236328125,-7.51531982421875,7.536337758751112,-1.6454980848518739,2.7380612207207378,171.00984,501.92227
24,4,1,ball,720.760009765625,791.2156982421875,23.4462890625,27.04119873046875,0.8679059147834778,orange,0.7922705314009661,ball,-0.06427001953125,-0.03912353515625,0.07524152054331162,-2.594773685866584,0.09414173210589416,404.4505,303.1274
25,-1,0,robot,142.60813903808594,1107.8328857421875,271.0484313964844,316.1581420898437,0.3711914122104645,unknown,0.01604465411742725,unknown,115.75299263000488,266.1514892578125,290.2333036316705,1.1605585402659513,0.41663417700514205,378.17505,511.60806
25,-1,0,robot,66.31269836425781,973.5223388671876,128.20877075195312,139.4091796875,0.2935695648193359,unknown,0.012084082733812949,unknown,-76.29544067382812,-134.3105468749999,154.46785189635793,-2.087393694375415,3.0352330725382197,235.8035,510.41898
25,-1,0,robot,144.1122589111328,1160.17333984375,264.0907897949219,212.4910888671875,0.2855357825756073,unknown,0.02176243567753002,unknown,77.799560546875,186.6510009765624,202.21614126186753,1.1758759768724203,3.019915635931751,413.1405,516.6002
25,-1,0,robot,21.13637351989746,826.3828125,39.639835357666016,61.84332275390625,0.2542254328727722,unknown,0.0,unknown,-122.97588539123535,-333.79052734375,355.7234663782767,-1.9237878434841114,3.0996638203565317,41.976322,499.53006
25,0,0,robot,140.46261596679688,1033.361328125,278.7274780273437,468.3624877929688,0.7553896903991699,unknown,0.01095138745596136,unknown,-3.031951904296875,1.108154296875,3.228116834262969,2.791183669677575,0.12232719371323864,321.5744,503.5283
25,1,0,robot,778.016845703125,584.14208984375,96.00811767578124,144.96185302734375,0.9076679348945618,unknown,0.02420977011494253,unknown,-3.0328369140625,-0.2694091796875,3.044779311116003,-3.052994454490142,0.44103612239789314,134.79298,123.679054
25,2,0,robot,1212.7952880859375,665.8868408203125,142.141845703125,201.2646484375,0.906505823135376,orange,0.13272207502440383,ball,-0.109619140625,0.92303466796875,0.9295210348687888,1.6890021888770972,2.7569446764694474,654.7264,23.642836
25,3,0,robot,67.78583526611328,931.555908203125,133.8489532470703,226.45416259765625,0.5843896269798279,unknown,0.007068183312512328,unknown,0.6464004516601562,21.0810546875,21.090962526192875,1.5401433070910162,3.097543915236696,194.21873,504.71628
25,4,1,ball,720.7772827148438,791.1577758789062,23.3607177734375,26.783203125,0.8647903800010681,orange,0.7874396135265701,ball,0.01727294921875,-0.05792236328125,0.06044298919476612,-1.2809837904348054,1.3137898954317786,404.4011,303.09363
26,-1,0,robot,138.76129150390625,1154.2335205078125,262.531494140625,219.805908203125,0.5370726585388184,unknown,0.02334946422398894,unknown,117.62491798400879,327.8507080078125,348.3126585009059,1.2263248667605031,3.133072596934972,407.32056,516.9075
26,-1,0,robot,66.07415771484375,871.3009033203125,132.157470703125,138.42840576171875,0.3437665998935699,unknown,0.0,unknown,-72.6871337890625,-282.9326171875,292.12032672691146,-1.8222642742367836,3.0485891409972865,124.551994,496.29053
26,-1,0,robot,74.75978088378906,986.8663330078124,139.7257080078125,130.23663330078125,0.3295007646083832,unknown,0.008956043956043956,unknown,8.685623168945312,115.56542968749989,115.8913654621836,1.4957797381123148,2.965141294830488,252.20282,510.38397
26,-1,0,robot,31.249868392944336,887.2344970703125,62.175106048583984,132.96392822265625,0.2569276690483093,unknown,0.007276255154014068,unknown,-43.50991249084473,-99.63183593749989,108.71805377782414,-1.9825409098241296,2.804864659243142,126.553825,506.39758
26,0,0,robot,135.84791564941406,1035.072998046875,275.5573425292969,458.737548828125,0.748979926109314,unknown,0.012080451343511937,unknown,-4.6147003173828125,1.711669921875,4.921917608077628,2.786406562807862,0.004777106869712888,320.9493,504.5961
26,1,0,robot,773.5555419921875,586.0498657226562,95.955078125,145.0986328125,0.8954647779464722,unknown,0.02514367816091954,unknown,-4.4613037109375,1.90777587890625,4.852096413444525,2.7374986485433532,0.49269220414609105,134.91545,128.01424
26,2,0,robot,1212.768310546875,666.4814453125,141.7921142578125,200.19232177734372,0.8977689743041992,orange,0.13250648167612641,ball,-0.0269775390625,0.5946044921875,0.595216170599744,1.6161357940676333,0.07286639480946389,655.2213,24.404799
26,3,0,robot,66.93302917480469,932.6356201171876,132.72720336914062,226.59039306640625,0.4485205709934234,unknown,0.005439861166733413,unknown,-0.8528060913085938,1.0797119140626137,1.375883733002827,2.239315040111357,0.6991717330203406,194.95535,505.03964
26,4,1,ball,720.8387451171875,791.3364868164062,23.30059814453125,26.558837890625,0.8652355670928955,orange,0.7809983896940419,ball,0.06146240234375,0.1787109375,0.1889847244726248,1.239547538992718,2.5205313294275236,404.62732,303.16397
27,0,0,robot,134.72476196289062,1032.831787109375,271.39630126953125,459.04736328125,0.8712659478187561,unknown,0.012313402727346082,unknown,-1.1231536865234375,-2.2412109375,2.506890637806288,-2.035353108116495,1.4614256362552291,318.6452,504.5331
27,1,0,robot,769.53125,586.656494140625,96.66131591796876,146.2188720703125,0.8959393501281738,unknown,0.024219742974156192,unknown,-4.0242919921875,0.60662841796875,4.069757250238853,2.991977454215904,0.25447880567255066,132.58107,130.61275
27,2,0,robot,1212.685302734375,666.318603515625,142.1119384765625,200.11199951171875,0.8951011300086975,orange,0.1319718309859155,ball,-0.0830078125,-0.162841796875,0.1827778644844991,-2.042209610033615,2.624839903078338,655.00385,24.236393
27,3,0,robot,66.85131072998047,968.718505859375,129.40248107910156,159.416259765625,0.4388919770717621,unknown,0.009095307208514756,unknown,-0.08171844482421875,36.082885742187386,36.0829782776862,1.5730610654218355,0.6662539746895213,231.41885,509.72098
27,4,1,ball,720.7171630859375,790.94873046875,23.39031982421875,26.78204345703125,0.8648475408554077,orange,0.8010033444816054,ball,-0.12158203125,-0.38775634765625,0.4063707364840517,-1.874639907513228,3.1141874465059463,404.1439,303.00784
28,-1,0,robot,134.3235626220703,1097.72802734375,261.3224792480469,319.44146728515625,0.2530336380004883,unknown,0.015758056186118016,unknown,51.53684711456299,105.24676513671875,117.18757691092293,1.1154417298946855,3.097982639718815,367.7117,511.97092
28,0,0,robot,133.30836486816406,1033.519775390625,268.4145202636719,452.95849609375,0.8257595300674438,unknown,0.010806892688873514,unknown,-1.4163970947265625,0.68798828125,1.5746455490322817,2.689425093939566,1.5584071051235249,318.58704,504.8804
28,1,0,robot,764.2207641601562,588.9771728515625,99.380615234375,145.1768798828125,0.920607089996338,unknown,0.0233845302338453,unknown,-5.31048583984375,2.3206787109375,5.795412801050458,2.729602530541393,0.262374923674511,132.84824,135.74214
28,2,0,robot,1212.29638671875,666.327392578125,142.4224853515625,200.15618896484372,0.9272421598434448,orange,0.13244755244755244,ball,-0.388916015625,0.0087890625,0.3890153143891049,3.1189976295030943,1.1219780676428766,654.65857,24.419878
28,3,0,robot,68.73927307128906,961.3841552734376,133.29946899414062,181.756591796875,0.4364034235477447,unknown,0.005358700618950692,unknown,1.8879623413085938,-7.334350585937386,7.573447056634087,-1.3188523243007433,2.891913389722579,225.11969,508.42636
28,4,1,ball,720.6468505859375,790.8695068359375,23.28631591796875,26.90509033203125,0.8698305487632751,orange,0.7681159420289855,ball,-0.0703125,-0.0792236328125,0.10592559488744836,-2.296673044121578,0.42203313660835007,404.01578,302.98935
29,-1,0,robot,134.35784912109375,1143.6680908203125,260.231689453125,217.27001953125,0.5380642414093018,unknown,0.02197802197802198,unknown,0.0342864990234375,45.9400634765625,45.940076271101326,1.5700499958135528,0.45460826591886727,398.832,516.61664
29,-1,0,robot,69.31558990478516,877.9132080078125,139.79396057128906,130.68280029296875,0.3605943620204925,unknown,0.0,unknown,-65.0422592163086,-265.7548828125,273.59852562221,-1.8108233105536264,2.9023120008124073,134.26152,496.59732
29,-1,0,robot,10.124303817749023,830.299560546875,20.280712127685547,53.61822509765625,0.3389121890068054,unknown,0.0,unknown,-59.19128608703613,-47.6136474609375,75.96491146030381,-2.464172722229915,0.6533494116762886,41.746307,502.76294
29,-1,0,robot,70.25382995605469,985.4622802734376,125.27999877929688,123.902099609375,0.3344290852546692,unknown,0.0022113821138211383,unknown,60.129526138305664,155.1627197265626,166.40621835304415,1.2010897799055331,2.617922805044138,248.86943,511.09244
29,-1,0,robot,19.38414764404297,837.2703857421875,41.11962890625,66.61968994140625,0.3265013396739959,unknown,0.0,unknown,-50.86968231201172,-148.1918945312501,156.67980783523495,-1.9014621636418438,3.102551943547377,56.278927,501.6759
29,-1,0,robot,67.24767303466797,920.86181640625,131.2983856201172,55.6102294921875,0.2850075662136078,unknown,0.0,unknown,47.863525390625,83.5914306640625,96.32468190076608,1.0507759400153152,2.9522381036571588,182.49449,503.36136
29,-1,0,robot,30.128589630126957,866.1244506835938,56.712867736816406,54.8150634765625,0.2537553906440735,unknown,0.0,unknown,-37.119083404541016,-54.73736572265625,66.13626508239709,-2.166693573137912,3.065715794026359,99.93022,503.60028
29,0,0,robot,133.7156219482422,1026.986328125,265.5495300292969,457.89361572265625,0.7014396786689758,unknown,0.010496827881684106,unknown,0.407257080078125,-6.533447265625,6.546127977818379,-1.5085426929528631,2.0852175202871575,313.4253,504.00735
29,1,0,robot,759.7359619140625,588.845947265625,99.798095703125,148.34259033203125,0.9054366946220398,unknown,0.024662162162162164,unknown,-4.48480224609375,-0.1312255859375,4.486721669657277,-3.1123409389501977,0.4412418376879952,128.5072,137.69121
29,2,0,robot,1212.03173828125,665.8505859375,142.126708984375,200.82391357421875,0.9080843925476074,orange,0.13839254432065026,ball,-0.2646484375,-0.476806640625,0.5453286788857609,-2.0775034758130317,1.0866842018634602,654.00116,23.935938
29,3,0,robot,69.74952697753906,952.7222900390624,136.75155639648438,191.87506103515625,0.5853415727615356,unknown,0.0012925790754257907,unknown,1.01025390625,-8.661865234375227,8.720580387426722,-1.4546885321422713,0.13583620784152806,216.96936,507.11505
29,4,1,ball,720.7349853515625,790.99462890625,23.24383544921875,26.68182373046875,0.8714475035667419,orange,0.7976588628762542,ball,0.088134765625,0.1251220703125,0.15304662489274265,0.9571299631433574,3.0293822999146505,404.20337,303.02533
30,-1,0,robot,32.69486618041992,844.7041015625,64.5002212524414,85.15118408203125,0.5124498009681702,unknown,0.0,unknown,2.566276550292965,-21.42034912109375,21.573528496797305,-1.4515591020944238,0.7151344710434884,73.2789,499.73895
30,-1,0,robot,134.07748413085938,1130.424560546875,261.4716796875,237.24871826171875,0.4305185079574585,unknown,0.020146874094115374,unknown,101.38261795043945,285.720458984375,303.174233576547,1.2298237801262073,2.681382882220631,390.04123,515.3658
30,0,0,robot,132.35789489746094,1032.28076171875,269.1351013183594,438.3165893554688,0.6983224749565125,unknown,0.010722897747678416,unknown,-1.35772705078125,5.29443359375,5.465752448021378,1.8218309094535812,2.9528117047731417,317.16608,504.90738
30,1,0,robot,756.4188842773438,589.71044921875,97.62109375,146.10321044921875,0.919377624988556,unknown,0.025843807371840135,unknown,-3.31707763671875,0.864501953125,3.427880930688315,2.8866424787906837,0.2842018894387053,127.409935,140.20308
30,2,0,robot,1210.784423828125,665.3150634765625,141.4989013671875,200.740478515625,0.920286238193512,orange,0.1417560086889496,ball,-1.247314453125,-0.5355224609375,1.3574157989146414,-2.7360514170671615,0.6585479412541297,652.3977,23.81339
30,3,0,robot,71.30818939208984,957.4622192382812,140.7605743408203,181.9759521484375,0.5506598949432373,unknown,0.00015587249629802822,unknown,1.5586624145507812,4.739929199218864,4.989624969488273,1.2530982367080217,2.7077867688502932,222.42773,507.4104
30,4,1,ball,720.6964111328125,790.635009765625,22.99932861328125,26.87017822265625,0.8766792416572571,orange,0.7874396135265701,ball,-0.03857421875,-0.359619140625,0.36168203806110744,-1.6776518517853731,2.6347818149287305,403.80234,302.85843
31,-1,0,robot,32.961116790771484,843.8590087890625,63.700931549072266,85.13958740234375,0.3977112174034118,unknown,0.0,unknown,-101.11636734008789,-286.5655517578125,303.8821074007404,-1.9100131759912586,3.139836956117466,72.28069,499.54358
31,-1,0,robot,15.491381645202637,830.2579345703125,27.670900344848636,60.45916748046875,0.2716937363147735,unknown,0.0,unknown,-17.469735145568848,-13.60107421875,22.140028589870187,-2.4800680860622712,0.5700549100710126,44.491047,501.48868
31,-1,0,robot,135.91500854492188,1130.2969970703125,255.94134521484372,226.77508544921875,0.2682165801525116,unknown,0.0197721640969163,unknown,120.42362689971924,300.0390625,323.30371006464134,1.189118233031547,2.613998988085768,390.6902,515.045
31,0,0,robot,134.4920196533203,1028.3984375,268.4316711425781,438.6832275390625,0.8226541876792908,unknown,0.009729784657594567,unknown,2.134124755859375,-3.88232421875,4.430229092616389,-1.068181269200227,2.890012178653808,314.92526,504.03522
31,1,0,robot,750.8359375,591.553955078125,100.02130126953124,147.763427734375,0.9166519045829772,unknown,0.02585034013605442,unknown,-5.58294677734375,1.843505859375,5.879439477722594,2.8226620262592026,0.0639804525314811,126.42399,144.82709
31,2,0,robot,1210.3466796875,667.0146484375,141.2227783203125,198.38287353515625,0.9208396077156068,orange,0.14829142488716957,ball,-0.437744140625,1.6995849609375,1.7550524129200367,1.8228769994660743,1.72425689064635,653.4921,26.147003
31,3,0,robot,70.81009674072266,970.0704956054688,138.7871551513672,158.4329833984375,0.465657889842987,unknown,0.0006374647117748838,unknown,-0.4980926513671875,12.6082763671875,12.61811115978635,1.6102810082185102,0.3571827715104885,234.53702,509.10275
31,4,1,ball,720.7510986328125,790.6592407226562,23.22967529296875,26.9642333984375,0.8713278770446777,orange,0.7809983896940419,ball,0.0546875,0.02423095703125,0.0598152316295798,0.417084669898578,2.0947365216839513,403.8629,302.85428
32,-1,0,robot,136.64663696289062,1020.4974365234376,267.68377685546875,444.2942504882813,0.583804726600647,unknown,0.009611581029331313,unknown,0.73162841796875,-109.79956054687489,109.80199805299002,-1.5641331162447951,2.753251349276342,309.33823,502.6501
32,-1,0,robot,76.77445983886719,979.07470703125,148.78347778320312,135.84368896484375,0.429418683052063,unknown,0.002862218712988551,unknown,-59.87217712402344,-41.422729492187614,72.80467095010721,-2.5363556066294928,0.9722224903846977,245.83623,509.0399
32,-1,0,robot,39.02193832397461,846.6807861328125,74.75128936767578,91.66912841796876,0.4199620485305786,unknown,0.0,unknown,-37.75252151489258,-132.3939208984375,137.67135930030673,-1.8485769689242282,0.6877786377052646,79.187584,498.58304
32,-1,0,robot,20.30708122253418,829.16015625,37.04951858520508,62.91070556640625,0.3547999560832977,unknown,0.0,unknown,-18.71485710144043,-17.5206298828125,25.636270161976324,-2.3891399592267883,0.5405629903025602,45.46592,500.17426
32,0,0,robot,137.1355438232422,1081.53125,263.6945495605469,312.8050537109375,0.7976986169815063,unknown,0.013820311743634427,unknown,2.643524169921875,53.1328125,53.19853366585509,1.5210841801594746,2.5892654493597016,357.21234,509.72922
32,1,0,robot,747.805419921875,592.2509765625,98.82952880859376,148.49969482421875,0.9141511917114258,unknown,0.023184868822452714,unknown,-3.030517578125,0.697021484375,3.1096423815295777,2.915523500464479,0.09286147420527646,125.23196,146.98657
32,2,0,robot,1209.429931640625,667.136474609375,140.7464599609375,200.1793212890625,0.9148025512695312,orange,0.14638297872340425,ball,-0.916748046875,0.121826171875,0.92480732998979,3.0094772463810413,1.186600246914967,652.7688,26.704945
32,3,0,robot,77.12068176269531,936.3046875,150.99652099609375,221.42950439453125,0.6198234558105469,unknown,0.0017380360192981931,unknown,6.310585021972656,-33.76580810546875,34.35044803688716,-1.3860350594036244,2.9963160676221348,203.63063,503.42355
32,4,1,ball,720.8167724609375,790.5091552734375,23.21234130859375,26.87249755859375,0.8742322325706482,orange,0.7922705314009661,ball,0.065673828125,-0.15008544921875,0.1638251927140207,-1.1583218865629008,1.5754065564614788,403.7481,302.7604
33,-1,0,robot,39.179874420166016,848.8260498046875,78.3054428100586,99.64501953125,0.5270476937294006,unknown,0.0,unknown,18.872793197631836,19.6658935546875,27.25673664224824,0.8059745890791505,3.0880707588736476,82.11766,498.8865
33,-1,0,robot,141.65040588378906,1014.8182373046876,280.8294982910156,436.9900512695313,0.5061153173446655,unknown,0.00869728087819735,unknown,102.47053146362305,165.9921875000001,195.0733608914158,1.0177377580583853,0.21176316897923475,306.79257,500.98117
33,-1,0,robot,78.47371673583984,923.0377197265624,155.6958465576172,247.22052001953125,0.4974306225776672,unknown,0.00013007284079084288,unknown,-63.17668914794922,-91.78051757812523,111.42242798739022,-2.173657452438917,3.091790096682284,190.23436,501.29877
33,-1,0,robot,43.8253059387207,872.8397216796875,85.87117767333984,148.65252685546875,0.3850870132446289,unknown,0.0,unknown,-34.64841079711914,-50.197998046874886,60.99468320009521,-2.1749384317031417,0.0012809792642247686,115.24771,501.5242
33,-1,0,robot,27.91949462890625,1007.989013671875,54.688751220703125,80.90869140625,0.2801201343536377,unknown,0.0,unknown,-15.905811309814453,135.1492919921875,136.08205597878427,1.6879480912171705,2.4202987842592742,250.71523,521.7284
33,-1,0,robot,45.53091812133789,924.753173828125,89.85552215576172,240.52679443359372,0.2791503965854645,unknown,0.00023311110075061774,unknown,17.61142349243164,-83.23583984375,85.0785946753011,-1.3622869280087928,3.0502350192259633,176.34148,508.4488
33,-1,0,robot,34.31866836547852,914.6295166015624,62.736061096191406,46.692138671875,0.2525005936622619,unknown,0.0,unknown,-11.212249755859368,-10.123657226562614,15.106388722282434,-2.4071719055318592,1.0448849775230664,159.81467,509.4699
33,0,0,robot,141.46514892578125,1121.4501953125,264.000732421875,219.88323974609372,0.8546779155731201,unknown,0.01847239518472395,unknown,4.3296051025390625,39.9189453125,40.15305312434283,1.462758734100166,0.05832544605930856,387.003,513.2166
33,1,0,robot,743.3544311523438,593.265869140625,100.337646484375,147.40264892578125,0.918076753616333,unknown,0.024179969017309896,unknown,-4.45098876953125,1.014892578125,4.565228140150996,2.917410270606161,0.001886770141681815,123.471245,150.1319
33,2,0,robot,1209.308349609375,668.4400634765625,141.2073974609375,201.41864013671875,0.9221290946006776,orange,0.138915352316432,ball,-0.12158203125,1.3035888671875,1.3092463958239737,1.6637944530973177,1.3456827932837236,653.7978,28.3866
33,3,0,robot,77.55548095703125,978.0426025390624,150.98944091796875,139.11798095703125,0.6351030468940735,unknown,0.00023651844843897824,unknown,0.4347991943359375,41.737915039062386,41.74017970909308,1.5603793362338385,2.946414395637463,245.21776,508.75882
33,4,1,ball,720.5161743164062,790.3950805664062,23.341552734375,27.0997314453125,0.8759796619415283,orange,0.8132045088566827,ball,-0.30059814453125,-0.11407470703125,0.3215156034781139,-2.7788892820172717,1.620567395454371,403.435,302.7927
34,-1,0,robot,41.69607162475586,863.1787719726562,82.4225845336914,124.8284912109375,0.5957728624343872,unknown,0.0,unknown,7.377403259277337,-51.450744628906136,51.976967992745685,-1.4283793777359897,0.9787925277958696,102.03621,500.5419
34,-1,0,robot,141.5722198486328,1012.28076171875,283.8955993652344,428.81927490234375,0.4458278715610504,unknown,0.008650973439705834,unknown,99.87614822387695,149.10198974609375,179.46210834123755,0.9805922787193371,2.4089716564553267,304.61502,500.6704
34,-1,0,robot,40.21090316772461,834.2266235351562,77.7159194946289,69.49462890625,0.3119879066944122,unknown,0.0,unknown,-101.3613166809082,-178.05413818359375,204.8838515930176,-2.0883155526947226,3.0689078314140597,62.93933,496.2888
34,-1,0,robot,79.26879119873047,926.3099975585938,159.94895935058594,248.2374267578125,0.2927313446998596,unknown,0.0004057618178129438,unknown,39.05788803100586,92.0833740234375,100.02432898541672,1.1696391849864929,3.0252305694983708,194.11923,501.59235
34,-1,0,robot,30.02801322937012,1002.0399169921876,61.02177047729492,98.33447265625,0.2519623637199402,unknown,0.0,unknown,-49.24077796936035,75.72991943359386,90.33091891731458,2.147323124138159,0.9776839391516661,246.23953,520.70123
34,0,0,robot,146.1540985107422,1118.10107421875,262.0424499511719,214.25634765625,0.8461654782295227,unknown,0.01879860169793822,unknown,4.6889495849609375,-3.34912109375,5.762192318111792,-0.6202313237820573,2.082990057882223,386.6351,512.0755
34,1,0,robot,739.1827392578125,594.7760009765625,102.83197021484376,149.185791015625,0.9110170602798462,unknown,0.0226754414543559,unknown,-4.17169189453125,1.5101318359375,4.43661035305217,2.7942720366796094,0.12313823392655143,123.0443,153.65778
34,2,0,robot,1208.5753173828125,669.2147216796875,141.218994140625,201.94732666015625,0.9164080023765564,orange,0.1467593567867425,ball,-0.7330322265625,0.774658203125,1.0665043726342758,2.328592401634642,0.6647979485373243,653.81104,29.67191
34,3,0,robot,77.71341705322266,978.8987426757812,154.5181121826172,142.1241455078125,0.7316077947616577,unknown,0.0007269422989550204,unknown,0.15793609619140625,0.8561401367188637,0.8705858626127441,1.3883726362797852,0.17200669995405327,246.09671,508.83362
34,4,1,ball,720.4652709960938,790.37939453125,23.53271484375,27.28204345703125,0.8734631538391113,orange,0.8148148148148148,ball,-0.0509033203125,-0.01568603515625,0.05326537071832023,-2.8426724920369524,0.06378321001968068,403.38577,302.79996
35,-1,0,robot,82.05784606933594,928.752197265625,168.12860107421875,245.30230712890625,0.4715322256088257,unknown,0.0009589377919842636,unknown,52.02983283996582,-73.28771972656261,89.87877039698519,-0.9534307889418854,3.1007539130800446,198.04694,501.35022
35,-1,0,robot,50.80391311645508,926.384521484375,100.61100006103516,243.51824951171875,0.4655362665653229,unknown,0.0015890477936682558,unknown,-31.25393295288086,-2.36767578125,31.343487579213164,-3.065980986880933,2.112550197939048,180.61842,507.56284
35,-1,0,robot,85.08427429199219,977.994384765625,167.69021606445312,145.15020751953125,0.4410222768783569,unknown,0.0015900195694716242,unknown,34.28036117553711,51.60986328125,61.95741400538429,0.9844887057627252,2.2327156145359277,248.59552,507.27017
35,-1,0,robot,44.52106857299805,862.1614990234375,88.3009262084961,118.7293701171875,0.436737984418869,unknown,0.0,unknown,-40.56320571899414,-115.8328857421875,122.72991109572312,-1.9076379977369196,2.8921267034996445,102.17419,499.74435
35,-1,0,robot,36.58665466308594,994.9957275390624,69.0897216796875,109.3466796875,0.3204601407051086,unknown,0.00026350461133069827,unknown,-7.934413909912109,132.8342285156249,133.07098552815734,1.6304571372176524,2.745090172225014,242.66277,518.6892
35,0,0,robot,149.24337768554688,1113.1866455078125,256.1375732421875,210.01177978515625,0.6757954359054565,unknown,0.022358630952380953,unknown,3.0892791748046875,-4.9144287109375,5.804761439953303,-1.009602329418266,0.38937100563620886,384.55023,511.0345
35,1,0,robot,737.3060913085938,595.48779296875,102.9183349609375,149.271240234375,0.8996865153312683,unknown,0.013683456050042354,unknown,-1.87664794921875,0.7117919921875,2.0071012344795145,2.7790670447807395,0.015204991898869924,122.923645,155.26859
35,2,0,robot,1207.3935546875,669.654052734375,141.9464111328125,202.17620849609372,0.904878795146942,orange,0.15245432994003627,ball,-1.1817626953125,0.4393310546875,1.2607834245599423,2.785666329436404,0.4570739278017619,653.12897,30.735003
35,3,0,robot,143.20668029785156,1010.6181640625,278.8099670410156,424.3140258789063,0.6439976692199707,unknown,0.010137044064937803,unknown,65.4932632446289,31.71942138671875,72.77011215834762,0.45102169501759465,0.9373509412621905,303.9324,500.14307
