frame,tracker_id,class_id,class_name,x_center,y_center,width,height,confidence
13,3,0,robot,96.18523406982422,852.7232055664062,188.7561798095703,206.1590576171875,0.899409294128418
13,4,1,ball,722.777099609375,791.1589965820312,22.61639404296875,25.204345703125,0.8829065561294556
13,-1,1,ball,97.99243927001953,892.095947265625,185.65513610839844,133.12774658203125,0.2655794024467468
14,0,0,robot,286.98980712890625,1109.9842529296875,283.5841369628906,332.138427734375,0.822962760925293
14,1,0,robot,815.2703247070312,575.58056640625,96.307861328125,136.94253540039062,0.8218634128570557
14,2,0,robot,1213.0560302734375,666.0921630859375,143.15576171875,199.521728515625,0.8260548114776611
14,3,0,robot,91.96172332763672,856.5220947265625,181.74537658691406,211.8609619140625,0.7531331181526184
14,4,1,ball,722.54931640625,791.1929931640625,22.78424072265625,25.26080322265625,0.8791492581367493
14,-1,0,robot,92.74192810058594,902.103271484375,173.10446166992188,120.45367431640625,0.36996909976005554
15,0,0,robot,270.72686767578125,1109.1715087890625,280.9278259277344,332.83160400390625,0.8267121911048889
15,1,0,robot,812.387451171875,578.2841796875,96.93646240234375,136.15325927734375,0.849562406539917
15,2,0,robot,1212.895263671875,666.5384521484375,143.6505126953125,199.20947265625,0.8535193800926208
15,3,0,robot,88.62504577636719,863.0595703125,173.88442993164062,210.20513916015625,0.7670518755912781
15,4,1,ball,722.2190551757812,791.26220703125,23.0401611328125,25.75439453125,0.8746602535247803
15,-1,1,ball,90.20625305175781,904.25390625,172.048583984375,130.534423828125,0.3374866843223572
16,0,0,robot,254.07469177246094,1109.332763671875,276.8437194824219,331.32000732421875,0.7682921886444092
16,1,0,robot,808.3693237304688,580.0164184570312,96.065673828125,135.8941650390625,0.8349606990814209
16,2,0,robot,1212.2021484375,665.5074462890625,144.4893798828125,200.42071533203125,0.848746657371521
16,3,0,robot,83.48190307617188,867.7290649414062,164.9244384765625,218.931640625,0.7079741954803467
16,4,1,ball,722.0325317382812,791.2396240234375,22.45166015625,26.30548095703125,0.8770864009857178
16,-1,0,robot,201.09986877441406,1016.2857055664062,394.6324768066406,519.5379638671875,0.267062246799469
16,-1,1,ball,84.30168151855469,914.844970703125,164.171630859375,123.42498779296875,0.3126438856124878
17,0,0,robot,188.60107421875,1018.048828125,377.96337890625,514.8433227539062,0.7900195717811584
17,1,0,robot,804.999755859375,581.2208251953125,94.63055419921875,137.48651123046875,0.8462581038475037
17,2,0,robot,1212.37060546875,666.14111328125,144.5458984375,199.13665771484375,0.8637565970420837
17,4,1,ball,721.8367919921875,791.3734130859375,22.82696533203125,25.71417236328125,0.8778493404388428
17,3,0,robot,77.0114974975586,876.45703125,156.2981719970703,210.88623046875,0.2554560899734497
17,-1,0,robot,246.3687744140625,1110.678955078125,253.5067138671875,325.0457763671875,0.38420239090919495
17,-1,0,robot,81.64431762695312,917.16162109375,160.21942138671875,131.94256591796875,0.30078697204589844
17,-1,1,ball,81.59589385986328,920.52001953125,162.45774841308594,125.97509765625,0.3104214370250702
17,-1,1,ball,248.54759216308594,1165.39208984375,253.82186889648438,215.658203125,0.27024897933006287
18,0,0,robot,178.60430908203125,1024.220703125,360.24700927734375,503.30224609375,0.7736175656318665
18,1,0,robot,802.174560546875,575.4697265625,93.05902099609375,146.57672119140625,0.8289924263954163
18,2,0,robot,1212.3857421875,666.1026611328125,144.1278076171875,199.16485595703125,0.8454852104187012
18,4,1,ball,721.5399780273438,791.5877685546875,23.1793212890625,25.64544677734375,0.873461127281189
18,3,1,ball,74.45037078857422,925.70361328125,149.3245086669922,129.87908935546875,0.30641794204711914
18,-1,0,robot,72.6698226928711,920.26025390625,144.88829040527344,123.66827392578125,0.2882860004901886
18,-1,0,robot,230.86557006835938,1150.8111572265625,248.39739990234375,238.4619140625,0.28642916679382324
18,-1,1,ball,230.800048828125,1161.3780517578125,256.8070068359375,223.667724609375,0.33086368441581726
19,1,0,robot,798.0670166015625,576.3511352539062,95.3331298828125,146.6068115234375,0.7118920683860779
19,2,0,robot,1212.521484375,665.447265625,143.5106201171875,199.24798583984375,0.725687563419342
19,4,1,ball,721.3375244140625,791.51416015625,23.39898681640625,26.1964111328125,0.8740494251251221
19,0,0,robot,170.34849548339844,1028.054443359375,342.1969299316406,491.35223388671875,0.545141339302063
19,-1,0,robot,210.93585205078125,1160.670166015625,255.56195068359375,226.0394287109375,0.3364896774291992
